# Simulation 4 (Up to date)
# 528 data points written for 53 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
60.74,94.603,-4.295,-0.49,4.295,0.585,-71.258,1.755e-4,71.258,180,2.336,0.319,45,-9.075e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.226e5,0,0.564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.315,14.372,1001.91,340.008,0.5,0.44
61.053,93.294,-4.078,0.694,4.078,1.025,-71.952,1.755e-4,71.952,180,2.1,0.754,45,-9.163e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.164e5,0,0.636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.027,14.385,1002.155,340.016,0.313,0.44
61.339,92.112,-4.179,-0.354,4.179,0.567,-72.535,1.755e-4,72.535,180,1.973,0.443,45,-9.237e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.193e5,0,0.572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.909,14.394,1002.308,340.021,0.286,0.441
61.838,90.045,-4.109,0.139,4.11,0.75,-73.427,1.755e-4,73.427,180,1.606,0.737,45,-9.351e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.174e5,0,0.603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.663,14.401,1002.447,340.026,0.499,0.441
62.119,88.884,-4.154,-0.16,4.157,1.024,-73.919,1.755e-4,73.919,180,1.89,1.012,45,-9.413e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.187e5,0,0.586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.037,14.415,1002.689,340.034,0.281,0.441
62.619,86.808,-4.148,0.013,4.148,0.524,-74.929,1.755e-4,74.929,180,2.152,0.524,45,-9.542e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.185e5,0,0.595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.112,14.422,1002.825,340.039,0.5,0.441
63.119,84.731,-4.162,-0.029,4.162,0.164,-76.025,1.755e-4,76.025,180,2.233,0.161,45,-9.682e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.189e5,0,0.591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.22,14.436,1003.069,340.047,0.5,0.441
63.619,82.655,-4.141,0.042,4.141,0.209,-77.116,1.755e-4,77.116,180,2.13,0.205,45,-9.821e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.183e5,0,0.596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.146,14.449,1003.312,340.055,0.5,0.441
64.119,80.578,-4.168,-0.054,4.168,0.26,-78.213,1.755e-4,78.213,180,2.258,0.255,45,-9.96e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.191e5,0,0.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.238,14.463,1003.556,340.063,0.5,0.441
64.619,78.504,-4.128,0.08,4.128,0.403,-79.292,1.755e-4,79.292,180,2.06,0.395,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.18e5,0,0.598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.091,14.476,1003.8,340.072,0.5,0.441
65.119,76.425,-4.185,-0.115,4.185,0.156,-80.335,1.755e-4,80.335,180,2.113,0.106,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.196e5,0,0.586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.105,14.49,1004.043,340.08,0.5,0.441
65.55,74.642,-4.096,0.208,4.096,1.03,-81.152,1.755e-4,81.152,180,1.679,1.009,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.171e5,0,0.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.692,14.503,1004.287,340.088,0.431,0.441
65.817,73.541,-4.162,-0.248,4.163,0.594,-81.619,1.755e-4,81.619,180,1.823,0.54,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.19e5,0,0.579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.91,14.515,1004.496,340.095,0.267,0.442
66.317,71.468,-4.132,0.06,4.132,0.476,-82.589,1.755e-4,82.589,180,2.059,0.472,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.182e5,0,0.597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.022,14.522,1004.625,340.099,0.5,0.442
66.817,69.391,-4.175,-0.087,4.175,0.287,-83.653,1.755e-4,83.653,180,2.195,0.273,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.194e5,0,0.588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.175,14.535,1004.868,340.107,0.5,0.442
67.317,67.319,-4.112,0.126,4.113,0.45,-84.696,1.755e-4,84.696,180,1.979,0.432,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.176e5,0,0.601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.013,14.549,1005.112,340.116,0.5,0.442
67.817,65.241,-4.198,-0.171,4.198,0.418,-85.733,1.755e-4,85.733,180,2.169,0.381,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.201e5,0,0.583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.142,14.562,1005.355,340.124,0.5,0.442
68.317,63.171,-4.083,0.23,4.083,0.305,-86.793,1.755e-4,86.793,180,2.069,0.201,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.168e5,0,0.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.085,14.576,1005.598,340.132,0.5,0.442
68.817,61.091,-4.239,-0.312,4.239,0.324,-87.839,1.755e-4,87.839,180,2.114,0.089,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.213e5,0,0.574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.107,14.589,1005.841,340.14,0.5,0.442
69.317,59.026,-4.02,0.438,4.02,0.618,-88.841,1.755e-4,88.841,180,1.895,0.436,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.151e5,0,0.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.933,14.603,1006.085,340.148,0.5,0.442
69.542,58.107,-4.125,-0.468,4.138,1.653,-89.309,1.755e-4,89.309,180,2.253,1.586,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.185e5,0,0.573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.578,14.616,1006.327,340.156,0.226,0.442
69.691,57.492,-4.142,-0.108,4.142,0.156,-89.646,1.755e-4,89.646,180,2.27,0.113,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.186e5,0,0.586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.301,14.622,1006.435,340.16,0.149,0.443
69.989,56.255,-4.149,-0.025,4.149,0.38,-90.306,1.755e-4,90.306,180,2.157,0.379,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.188e5,0,0.592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.11,14.626,1006.507,340.162,0.298,0.443
70.489,54.185,-4.133,0.031,4.134,0.735,-91.293,1.755e-4,91.293,180,1.79,0.734,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.184e5,0,0.596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.848,14.634,1006.652,340.167,0.5,0.443
70.989,52.11,-4.166,-0.066,4.166,0.214,-92.162,1.755e-4,92.162,180,1.688,0.204,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.193e5,0,0.589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.704,14.648,1006.895,340.175,0.5,0.443
71.374,50.518,-4.11,0.148,4.11,1.089,-92.892,1.755e-4,92.892,180,2.103,1.079,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.177e5,0,0.605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.14,14.661,1007.138,340.184,0.385,0.443
71.648,49.384,-4.157,-0.173,4.157,0.334,-93.458,1.755e-4,93.458,180,2.025,0.286,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.191e5,0,0.583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.981,14.672,1007.325,340.19,0.274,0.443
72.148,47.312,-4.132,0.049,4.132,0.192,-94.447,1.755e-4,94.447,180,1.932,0.185,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.184e5,0,0.596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.947,14.679,1007.458,340.194,0.5,0.443
72.648,45.238,-4.162,-0.06,4.162,0.37,-95.459,1.755e-4,95.459,180,2.115,0.365,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.193e5,0,0.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.087,14.692,1007.701,340.203,0.5,0.443
73.148,43.167,-4.122,0.08,4.122,0.259,-96.485,1.755e-4,96.485,180,1.992,0.246,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.181e5,0,0.598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.011,14.706,1007.944,340.211,0.5,0.443
73.648,41.093,-4.176,-0.108,4.176,0.263,-97.451,1.755e-4,97.451,180,1.872,0.24,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.197e5,0,0.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.89,14.719,1008.187,340.219,0.5,0.444
74.068,39.355,-4.097,0.187,4.097,0.932,-98.318,1.755e-4,98.318,180,2.255,0.913,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.175e5,0,0.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.253,14.733,1008.431,340.227,0.42,0.444
74.324,38.301,-4.148,-0.2,4.15,0.713,-98.872,1.755e-4,98.872,180,2.08,0.684,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.19e5,0,0.582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.964,14.744,1008.634,340.234,0.256,0.444
74.744,36.559,-4.141,0.018,4.141,0.118,-99.737,1.755e-4,99.737,180,2.031,0.117,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.187e5,0,0.594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.031,14.751,1008.758,340.238,0.42,0.444
75.244,34.488,-4.14,9.426e-4,4.141,0.592,-100.678,1.755e-4,100.678,180,1.735,0.592,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.187e5,0,0.594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.781,14.762,1008.962,340.245,0.5,0.444
75.744,32.417,-4.145,-0.009,4.145,0.405,-101.597,1.755e-4,101.597,180,1.938,0.405,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.189e5,0,0.593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.907,14.776,1009.205,340.253,0.5,0.444
76.244,30.346,-4.14,0.009,4.14,0.263,-102.533,1.755e-4,102.533,180,1.806,0.263,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.188e5,0,0.594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.827,14.789,1009.448,340.261,0.5,0.444
76.744,28.275,-4.145,-0.009,4.145,0.314,-103.475,1.755e-4,103.475,180,1.963,0.314,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.189e5,0,0.593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.939,14.803,1009.691,340.269,0.5,0.444
77.244,26.203,-4.14,0.01,4.14,0.09,-104.468,1.755e-4,104.468,180,2.008,0.089,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.188e5,0,0.593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.001,14.816,1009.934,340.278,0.5,0.444
77.744,24.132,-4.144,-0.008,4.144,0.259,-105.504,1.755e-4,105.504,180,2.138,0.259,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.189e5,0,0.593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.117,14.83,1010.177,340.286,0.5,0.445
78.244,22.062,-4.139,0.01,4.139,0.085,-106.562,1.755e-4,106.562,180,2.095,0.085,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.188e5,0,0.594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.102,14.843,1010.42,340.294,0.5,0.445
78.744,19.992,-4.138,0.002,4.138,0.528,-107.544,1.755e-4,107.544,180,1.831,0.528,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.188e5,0,0.594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.872,14.857,1010.663,340.302,0.5,0.445
79.058,18.699,-4.125,0.043,4.126,1.069,-108.17,1.755e-4,108.17,180,2.165,1.068,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.185e5,0,0.599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.28,14.87,1010.905,340.31,0.313,0.445
79.282,17.772,-4.141,-0.071,4.141,0.33,-108.647,1.755e-4,108.647,180,2.093,0.322,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.189e5,0,0.589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.029,14.878,1011.057,340.315,0.224,0.445
79.782,15.702,-4.141,1.308e-4,4.141,0.076,-109.703,1.755e-4,109.703,180,2.131,0.076,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.189e5,0,0.593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.125,14.884,1011.166,340.319,0.5,0.445
80.142,14.217,-4.109,0.087,4.11,1.313,-110.386,1.755e-4,110.386,180,1.659,1.31,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.181e5,0,0.603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.583,14.898,1011.408,340.327,0.36,0.445
80.319,13.486,-4.13,-0.119,4.134,0.72,-110.691,1.755e-4,110.691,180,1.785,0.71,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.188e5,0,0.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.961,14.908,1011.583,340.333,0.177,0.445
80.613,12.27,-4.143,-0.044,4.143,0.12,-111.221,1.755e-4,111.221,180,1.818,0.112,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.19e5,0,0.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.833,14.912,1011.668,340.336,0.294,0.445
81.113,10.201,-4.133,0.021,4.133,0.263,-112.163,1.755e-4,112.163,180,1.949,0.262,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.187e5,0,0.594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.929,14.92,1011.811,340.341,0.5,0.445
81.613,8.133,-4.14,-0.015,4.141,0.556,-113.207,1.755e-4,113.207,180,2.227,0.556,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.19e5,0,0.593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.184,14.934,1012.054,340.349,0.5,0.446
82.113,6.064,-4.135,0.011,4.135,0.289,-114.284,1.755e-4,114.284,180,2.083,0.289,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.188e5,0,0.594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.105,14.947,1012.296,340.357,0.5,0.446
82.613,3.994,-4.143,-0.017,4.143,0.036,-115.322,1.755e-4,115.322,180,2.067,0.031,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.191e5,0,0.592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.069,14.961,1012.539,340.365,0.5,0.446
83.113,1.926,-4.129,0.029,4.129,0.261,-116.323,1.755e-4,116.323,180,1.937,0.259,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.187e5,0,0.595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.958,14.974,1012.782,340.373,0.5,0.446
# Event GROUND_HIT occurred at t=83.579 seconds
# Event SIMULATION_END occurred at t=83.579 seconds
83.579,0,-4.147,-0.038,4.147,0.247,-117.198,1.755e-4,117.198,180,1.824,0.244,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.192e5,0,0.591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.834,14.987,1013.024,340.381,0.466,0.446
